Date,Open,High,Low,Close,Volume,MarketValue,DividendYield,PriceToEarnings,EPS,PriceToCash,PriceToBook
11/02/2016,141.7702045,142.3381538,141.1585638,141.2022552,543944,90460.56,1.92,31.1,5.19,19.16,3.69
11/03/2016,140.7653671,142.8624249,140.7653671,141.2022552,734397,90460.56,1.92,31.1,5.19,19.16,3.69
11/04/2016,148.5419816,148.5419816,143.255632,144.2604828,1123177,92419.75,1.88,31.8,5.19,19.57,3.77
11/07/2016,145.2216164,145.4400605,144.129396,144.5662842,599652,92615.69,1.87,31.9,5.19,19.61,3.78
11/08/2016,144.347859,145.8769677,143.9546622,145.6585236,442531,93315.44,1.86,32.1,5.19,19.76,3.81
11/09/2016,141.6828208,143.7362004,140.2847867,143.2119293,950880,91748.06,1.89,31.6,5.19,19.43,3.75
11/10/2016,143.9983305,143.9983305,137.7508222,138.886734,1081367,88977.06,1.95,30.6,5.19,18.84,3.63
11/11/2016,139.2362528,140.110029,136.7459851,137.3139343,929184,87969.5,1.97,30.3,5.19,18.63,3.59
14/11/2016,138.4935256,140.0226339,137.0081088,137.1828613,688517,87885.56,1.97,30.2,5.19,18.61,3.59
15/11/2016,137.8819144,139.3673316,137.4887177,137.9692841,580091,88389.31,1.96,30.4,5.19,18.72,3.61
16/11/2016,138.6683195,138.799394,136.9644581,137.4450378,489531,88053.5,1.97,30.3,5.19,18.65,3.6
17/11/2016,137.6634674,138.1003556,136.7896911,137.6634674,515595,88193.38,1.97,30.3,5.19,18.68,3.6
18/11/2016,138.318807,139.5420886,137.7508443,139.279953,819613,89229,1.94,30.7,5.19,18.9,3.64
21/11/2016,139.9352928,139.9789843,138.4061841,139.2362823,466961,89201,1.95,30.7,5.19,18.89,3.64
22/11/2016,139.8042104,140.4158511,139.4983833,139.7168274,491698,89508.94,1.94,30.8,5.19,18.95,3.66
23/11/2016,139.7605278,141.1148839,139.5420837,139.5420837,958821,89396.94,1.94,30.8,5.19,18.93,3.65
24/11/2016,140.0663716,140.9838396,139.1925952,139.9789886,329604,89676.88,1.94,30.9,5.19,18.99,3.66
25/11/2016,140.0663441,141.7702053,139.9789612,141.4207001,348617,90600.44,1.92,31.2,5.19,19.19,3.7
28/11/2016,141.5080757,141.5954586,139.8042145,139.8042145,392143,89564.88,1.94,30.8,5.19,18.97,3.66
29/11/2016,140.9838174,141.3333226,140.0226581,140.8090515,575615,90208.63,1.92,31,5.19,19.1,3.68
30/11/2016,140.8964323,143.2993172,140.7216797,140.7216797,777050,90152.63,1.92,31,5.19,19.09,3.68
12/01/2016,140.1973954,140.1973954,137.9692633,138.5809174,790271,88781.19,1.95,30.5,5.19,18.8,3.63
12/02/2016,138.3188282,139.1489132,137.0518549,138.799408,466687,88921.13,1.95,30.6,5.19,18.83,3.63
12/05/2016,138.8867478,141.2459413,138.5809341,139.0178223,478283,89061.06,1.95,30.6,5.19,18.86,3.64
12/06/2016,139.367323,140.8964315,138.4498552,140.5032349,532378,90012.75,1.93,31,5.19,19.06,3.68
12/07/2016,142.3818546,142.512929,140.7653763,141.6828308,680818,90768.38,1.91,31.2,5.19,19.22,3.71
12/08/2016,142.5566009,142.993489,141.2459364,142.0760345,588326,91020.31,1.91,31.3,5.19,19.27,3.72
12/09/2016,142.3818337,147.1439115,142.1633897,146.0953827,901391,93595.31,1.85,32.2,5.19,19.82,3.82
12/12/2016,145.8332691,146.1390962,144.5226046,145.2653198,612124,93063.5,1.86,32,5.19,19.71,3.8
13/12/2016,145.309026,147.18764,145.0031989,146.8381348,659906,94071.13,1.84,32.4,5.19,19.92,3.84
14/12/2016,146.1827632,147.7118715,144.7410244,147.0128479,533478,94183.06,1.84,32.4,5.19,19.94,3.85
15/12/2016,146.9691896,148.2798542,144.7410571,146.6633759,818604,93959.19,1.85,32.3,5.19,19.9,3.84
16/12/2016,146.6196577,148.5419628,145.9643255,147.7555695,1333913,94658.88,1.83,32.6,5.19,20.05,3.87
19/12/2016,147.7992617,148.5419769,147.3186954,148.5419769,484303,95162.69,1.82,32.7,5.19,20.15,3.89
20/12/2016,148.541991,149.4157674,148.0614113,149.3283844,503490,95666.5,1.81,32.9,5.19,20.26,3.91
21/12/2016,149.1099374,149.6342086,148.1924828,149.0225677,428896,95470.56,1.82,32.8,5.19,20.22,3.9
22/12/2016,148.7604254,149.8526459,148.2798458,149.8526459,331224,96002.38,1.81,33,5.19,20.33,3.92
23/12/2016,150.0273959,151.2506907,149.6778907,150.7701111,348012,96590.13,1.8,33.2,5.19,20.45,3.94
27/12/2016,150.4642807,151.0759214,150.3332195,150.9011688,179876,96674.06,1.8,33.3,5.19,20.47,3.95
28/12/2016,150.4206092,150.9885719,149.7652769,150.6390533,367579,96506.13,1.8,33.2,5.19,20.44,3.94
29/12/2016,150.2021429,151.1196107,150.0273903,150.813797,256725,96618.13,1.8,33.2,5.19,20.46,3.95
30/12/2016,151.032251,151.5128174,150.0274002,151.5128174,410465,97065.94,1.79,33.4,5.19,20.55,3.96
01/02/2017,150.8574947,151.687593,150.2458539,151.5565186,165897,97093.94,1.79,33.4,5.19,19.81,3.91
01/03/2017,151.9933873,152.0370788,148.6730347,148.6730347,690394,95246.63,1.82,32.8,5.19,19.43,3.84
01/04/2017,149.1972972,149.1972972,147.7992499,148.4109039,594894,95078.75,1.83,32.7,5.19,19.4,3.83
01/05/2017,148.2361603,148.8041229,147.1876313,148.8041229,440092,95330.63,1.82,32.8,5.19,19.45,3.84
01/06/2017,148.5419624,148.7604065,147.5808032,148.7604065,482102,95302.63,1.82,32.8,5.19,19.44,3.84
01/09/2017,149.1536407,149.9837257,148.0177286,149.7216034,344763,95918.38,1.81,33,5.19,19.57,3.87
01/10/2017,149.9836846,150.7700912,148.2798236,149.4594269,419500,95750.44,1.81,32.9,5.19,19.53,3.86
01/11/2017,151.1633153,151.4691424,148.8914914,150.1584778,547265,96198.31,1.8,33.1,5.19,19.62,3.88
01/12/2017,149.7215777,149.8526388,148.5856658,148.8914795,542769,95386.56,1.82,32.8,5.19,19.46,3.84
13/01/2017,149.1099362,149.80896,148.760431,149.80896,790644,95974.38,1.81,33,5.19,19.58,3.87
16/01/2017,148.5419584,150.0710668,148.2798229,149.2409821,445578,95610.5,1.81,32.9,5.19,19.5,3.85
17/01/2017,149.0225592,149.1536204,147.7118947,148.1924744,673821,94938.75,1.83,32.7,5.19,19.37,3.83
18/01/2017,149.1099498,149.721604,147.7119155,148.1488037,502085,94910.81,1.83,32.7,5.19,19.36,3.82
19/01/2017,148.5419936,149.1536345,147.5808342,148.9788818,650960,95442.56,1.82,32.8,5.19,19.47,3.85
20/01/2017,149.022551,149.7215747,147.8429477,148.5856628,743067,95190.69,1.82,32.8,5.19,19.42,3.84
23/01/2017,148.2798561,149.8089648,147.5371541,149.5468292,555723,95806.44,1.81,33,5.19,19.54,3.86
24/01/2017,149.4157514,150.2021448,148.9351718,149.677887,489465,95890.38,1.81,33,5.19,19.56,3.86
25/01/2017,150.2895285,150.9448607,149.7652573,149.8963318,464029,96030.38,1.81,33,5.19,19.59,3.87
26/01/2017,150.2458362,150.2458362,148.9351718,149.677887,543734,95890.38,1.81,33,5.19,19.56,3.86
27/01/2017,150.1584666,150.4205888,149.5468125,149.677887,442644,95890.38,1.81,33,5.19,19.56,3.86
30/01/2017,149.066251,149.6778918,147.8866476,149.4157562,454571,95722.44,1.81,32.9,5.19,19.53,3.86
31/01/2017,149.1973081,149.4594437,147.1002502,147.1002502,785192,94239.06,1.84,32.4,5.19,19.22,3.8
02/01/2017,147.9303291,148.8477968,147.2313054,147.5808105,696908,94546.94,1.84,32.5,5.19,19.29,3.81
02/02/2017,146.8818278,149.7652794,146.5760007,149.0662689,553937,95498.56,1.82,32.9,5.19,19.48,3.85
02/03/2017,149.2846743,150.5953386,149.0662302,149.4594269,442246,95750.44,1.81,32.9,5.19,19.53,3.86
02/06/2017,149.4594204,149.852617,147.9303121,148.7167053,430337,95274.63,1.82,32.8,5.19,19.44,3.84
02/07/2017,148.8914865,150.6827308,148.7167339,149.8526459,378083,96002.38,1.81,33,5.19,19.58,3.87
02/08/2017,150.7701077,151.7312537,149.4157518,151.4691315,566869,97037.94,1.79,33.4,5.19,19.79,3.91
02/09/2017,151.5128381,152.0371094,150.5953835,152.0371094,531297,97401.81,1.9,31.3,5.55,19.87,3.92
02/10/2017,149.8963525,151.5565224,147.799281,148.6293793,856511,95218.69,1.94,30.6,5.55,19.42,3.84
13/02/2017,149.3283717,152.1681448,149.1099276,151.7749481,885205,97233.88,1.9,31.3,5.55,19.83,3.92
14/02/2017,151.0759248,152.0807756,150.7701111,150.7701111,741034,96590.13,1.91,31.1,5.55,19.7,3.89
15/02/2017,151.0759285,152.1681489,150.6827318,151.8623352,651118,97289.81,1.9,31.3,5.55,19.85,3.92
16/02/2017,151.1633153,151.1633153,148.8478132,150.1584778,756058,96198.31,1.92,30.9,5.55,19.62,3.88
17/02/2017,149.5031278,153.8720093,148.8914738,153.8720093,1352434,98577.31,1.87,31.7,5.55,20.11,3.97
20/02/2017,152.9108627,152.9108627,150.3332251,150.8574829,711588,96646.13,1.91,31.1,5.55,19.71,3.89
21/02/2017,150.1584843,151.6439015,150.1584843,151.5565186,631626,97093.94,1.9,31.2,5.55,19.81,3.91
22/02/2017,150.9885423,154.2215118,150.7264068,154.2215118,975577,98801.25,1.87,31.8,5.55,20.15,3.98
23/02/2017,153.7846211,154.6583974,152.9982278,154.5710144,613702,99025.13,1.87,31.9,5.55,20.2,3.99
24/02/2017,154.6584221,154.8768662,152.7361167,153.391449,666000,98269.5,1.88,31.6,5.55,20.05,3.96
27/02/2017,154.1778417,154.833174,152.9982515,153.1730042,498571,98129.5,1.88,31.6,5.55,20.02,3.95
28/02/2017,153.7409542,153.8283372,151.9060318,153.391449,614893,98269.5,1.88,31.6,5.55,20.05,3.96
03/01/2017,154.4399906,154.8768788,153.8720412,154.3089294,721117,98857.25,1.87,31.8,5.55,20.17,3.98
03/02/2017,153.7846471,153.9593998,152.0807858,153.8283386,693973,98549.38,1.87,31.7,5.55,20.1,3.97
03/03/2017,153.8720275,154.3962853,153.4351393,154.1778412,543852,98773.31,1.87,31.8,5.55,20.15,3.98
03/06/2017,153.8283393,154.2215361,153.3040682,154.0467834,542579,98689.31,1.87,31.7,5.55,20.13,3.98
03/07/2017,153.7846207,154.5273358,152.9982274,153.3477325,524289,98241.44,1.88,31.6,5.55,20.04,3.96
03/08/2017,152.7798012,153.4788116,152.4739741,152.9982452,609714,98017.56,1.88,31.5,5.55,19.99,3.95
03/09/2017,152.4739552,154.1341248,151.9496841,154.1341248,715477,98745.25,1.87,31.8,5.55,20.14,3.98
03/10/2017,154.6584216,155.4885065,153.9593978,154.9642487,643934,99277.13,1.86,31.9,5.55,20.25,4
13/03/2017,154.8331735,154.8331735,154.1778412,154.1778412,455479,98773.31,1.87,31.8,5.55,20.15,3.98
14/03/2017,154.4836449,155.2700382,153.9156823,155.1389771,481090,99389.06,1.86,32,5.55,20.27,4
15/03/2017,155.1826831,155.3137442,154.571029,154.9205475,424839,99249.06,1.86,31.9,5.55,20.25,4
16/03/2017,155.0079242,155.5321953,154.3089137,155.3137512,477349,99501,1.86,32,5.55,20.3,4.01
17/03/2017,154.7894697,155.0952967,154.0467678,155.0516052,927301,99333.06,1.86,31.9,5.55,20.26,4
20/03/2017,154.2652007,155.8380006,154.2652007,154.5710144,423874,99025.13,1.87,31.9,5.55,20.2,3.99
21/03/2017,154.7457971,155.3137464,154.0030818,155.0079193,516500,99305.06,1.86,31.9,5.55,20.26,4
22/03/2017,154.6584149,156.9302387,154.3525878,155.7943268,663903,99808.88,1.85,32.1,5.55,20.36,4.02
23/03/2017,155.5758738,156.4496501,154.2215178,155.9690704,426038,100291.2,1.85,32.1,5.55,20.38,4.03
24/03/2017,155.6195671,156.449652,154.6584078,155.401123,478901,99926,1.86,32,5.55,20.31,4.01
27/03/2017,154.3088887,156.8428345,154.0904447,156.8428345,546422,100853.1,1.84,32.3,5.55,20.5,4.05
28/03/2017,156.8428684,156.8428684,155.5322038,156.1438446,434879,100403.6,1.85,32.2,5.55,20.41,4.03
29/03/2017,156.9302279,157.4107942,155.1389838,157.1049805,480597,101021.6,1.84,32.4,5.55,20.53,4.06
30/03/2017,156.7991665,157.0176106,155.9253901,156.4496613,473301,100600.3,1.84,32.2,5.55,20.45,4.04
31/03/2017,156.1001175,157.4107819,155.1826631,157.4107819,706089,101218.3,1.83,32.4,5.55,20.57,4.06
04/03/2017,157.2797226,157.8913633,156.5806989,156.8428345,410484,100853.1,1.84,32.3,5.55,20.5,4.05
04/04/2017,157.104982,157.9350668,156.8428464,157.5418701,394484,101302.5,1.83,32.5,5.55,20.59,4.07
04/05/2017,157.236033,157.2797244,156.1001212,156.2748871,475263,100487.8,1.85,32.2,5.55,20.42,4.03
04/06/2017,155.6632346,157.0612819,155.3574209,156.7117767,460965,100768.8,1.84,32.3,5.55,20.48,4.05
04/07/2017,156.6244149,157.8913879,155.9253911,157.8913879,478166,101527.3,1.83,32.5,5.55,20.63,4.08
04/10/2017,156.8865264,158.2845604,156.3185639,158.0661163,464870,101639.6,1.82,32.6,5.55,20.66,4.08
04/11/2017,157.6292475,158.5467154,157.3234338,158.1535187,541314,101695.8,1.82,32.6,5.55,20.67,4.08
04/12/2017,158.2408949,159.0272883,158.0224509,158.9835968,442256,102229.6,1.81,32.8,5.55,20.78,4.1
13/04/2017,159.1146877,159.1146877,157.9350843,158.1972198,623284,101723.9,1.82,32.6,5.55,20.67,4.08
18/04/2017,159.0273116,159.2457557,157.3234502,157.3671417,774787,101190.2,1.83,32.4,5.55,20.57,4.06
19/04/2017,157.3671227,158.9836009,157.2360482,158.5030212,928554,101920.6,1.82,32.7,5.55,20.71,4.09
20/04/2017,157.8913853,159.9010736,157.8476938,158.8088531,749589,102117.3,1.82,32.7,5.55,20.75,4.1
21/04/2017,158.2845888,158.6341073,156.6681104,157.978775,923412,101583.5,1.83,32.6,5.55,20.65,4.08
24/04/2017,161.6486317,162.391347,160.4253501,162.1292114,1302253,104252.3,1.78,33.4,5.55,21.19,4.19
25/04/2017,162.4350244,162.69716,161.2554343,161.342804,615645,103746.6,1.79,33.2,5.55,21.09,4.17
26/04/2017,160.993278,162.3476339,160.3816373,161.9544373,644013,104139.9,1.78,33.4,5.55,21.17,4.18
27/04/2017,161.6486325,162.8719141,160.9933002,162.3476563,720889,104392.8,1.78,33.5,5.55,21.22,4.19
28/04/2017,162.7924428,163.548588,162.2586917,162.6590118,848406,102735.3,1.8,32.9,5.55,20.88,4.12
05/02/2017,162.7034754,164.0823212,162.6145259,164.0823212,521428,103634.2,1.79,33.2,5.55,21.06,4.16
05/03/2017,164.3936739,164.3936739,163.5040978,164.1712799,335586,103690.4,1.79,33.2,5.55,21.07,4.16
05/04/2017,164.4826355,166.1283569,164.0823289,166.1283569,550012,104926.5,1.77,33.6,5.55,21.32,4.21
05/05/2017,165.8614835,168.0409425,165.6390895,167.729599,680887,105937.9,1.75,33.9,5.55,21.53,4.25
05/08/2017,167.8630309,168.0409434,166.5286665,167.1513672,619756,105572.6,1.76,33.8,5.55,21.46,4.24
05/09/2017,167.2403123,168.7081075,166.8844873,168.5746765,534321,106471.6,1.74,34.1,5.55,21.64,4.27
05/10/2017,167.9075062,168.5746883,166.5286604,168.0854187,643455,106162.6,1.75,34,5.55,21.58,4.26
05/11/2017,168.218853,169.0639476,167.5071894,168.2633209,605077,106274.9,1.74,34.1,5.55,21.6,4.27
05/12/2017,168.2633229,169.0639496,167.4182283,169.0639496,452150,106780.6,1.74,34.2,5.55,21.7,4.29
15/05/2017,169.0194898,169.2418839,168.2633445,168.9305267,345446,106696.4,1.74,34.2,5.55,21.68,4.28
16/05/2017,169.3308295,169.9535301,167.9964652,168.9749908,543555,106724.4,1.74,34.2,5.55,21.69,4.28
17/05/2017,168.2633096,169.1084177,166.751033,167.3737335,616931,105713.1,1.75,33.9,5.55,21.48,4.24
18/05/2017,167.9074907,168.7081038,164.3047048,165.1053314,1051420,104280.4,1.78,33.4,5.55,21.19,4.19
19/05/2017,165.4166766,166.6620913,164.927407,166.4396973,875654,105123.1,1.76,33.7,5.55,21.36,4.22
22/05/2017,166.3062778,167.1069046,166.0394022,166.7955475,386671,105347.9,1.76,33.8,5.55,21.41,4.23
23/05/2017,166.662087,167.9074881,166.3507299,167.8630066,487662,106022.1,1.75,34,5.55,21.55,4.26
24/05/2017,166.9289716,168.0854234,166.2617895,167.4627228,448903,105769.3,1.75,33.9,5.55,21.5,4.25
25/05/2017,168.1298821,168.7081012,167.3292691,167.8630066,302330,106022.1,1.75,34,5.55,21.55,4.26
26/05/2017,167.2403176,168.2188568,166.6620985,168.2188568,519515,106246.9,1.75,34,5.55,21.59,4.27
29/05/2017,167.8185205,168.4857025,167.284783,168.4857025,227702,106415.4,1.74,34.1,5.55,21.63,4.27
30/05/2017,167.9519868,168.6636505,166.6621041,168.6636505,530548,106527.8,1.74,34.1,5.55,21.65,4.28
31/05/2017,168.4857268,170.6207178,168.4412589,169.4197845,821229,106463.3,1.73,34.3,5.55,21.75,4.3
06/01/2017,169.508738,170.8431022,169.3752934,169.864563,533897,106742.8,1.73,34.4,5.55,21.8,4.31
06/02/2017,171.1544398,171.999548,170.3093452,171.5992279,572037,107832.8,1.71,34.7,5.55,22.03,4.35
06/05/2017,171.1989147,171.6437027,169.9090321,170.0869446,278242,106882.5,1.73,34.4,5.55,21.83,4.31
06/06/2017,169.7756142,171.0654969,169.2418631,170.1314392,523811,106910.4,1.73,34.4,5.55,21.84,4.31
06/07/2017,169.4197643,171.465792,168.3967572,169.2418518,563255,106351.4,1.73,34.3,5.55,21.72,4.29
06/08/2017,169.15291,169.9535367,167.4182391,167.5072021,592160,105261.4,1.75,33.9,5.55,21.5,4.25
06/09/2017,168.1298919,170.1759198,167.7740669,169.0639496,525672,106239.6,1.74,34.2,5.55,21.7,4.29
06/12/2017,168.4857369,168.663663,166.5286719,166.7955475,724256,104814.1,1.76,33.8,5.55,21.41,4.23
13/06/2017,167.3737288,167.3737288,166.2172908,166.6620789,479715,104730.3,1.76,33.7,5.55,21.39,4.23
14/06/2017,167.2847879,168.752583,166.8844814,167.3292694,513222,105149.6,1.75,33.9,5.55,21.48,4.24
15/06/2017,166.84002,167.6851147,165.9949253,167.5072021,788853,105261.4,1.75,33.9,5.55,21.5,4.25
16/06/2017,167.9519625,169.9090271,167.907481,169.9090271,1145316,106770.7,1.73,34.4,5.55,21.81,4.31
19/06/2017,171.0210169,171.777162,169.8200836,169.8200836,452092,106714.8,1.73,34.4,5.55,21.8,4.31
20/06/2017,170.4872642,171.5992344,170.1314392,170.1314392,460963,106910.4,1.73,34.4,5.55,21.84,4.31
21/06/2017,169.9535432,169.9535432,167.5516901,169.0194855,549201,106211.7,1.74,34.2,5.55,21.7,4.29
22/06/2017,168.841563,169.0194756,167.8185423,168.6636505,472378,105988.1,1.74,34.1,5.55,21.65,4.28
23/06/2017,168.2188455,168.4412395,166.7510368,167.3292694,349491,105149.6,1.75,33.9,5.55,21.48,4.24
26/06/2017,170.7986163,175.379928,170.7986163,173.7787018,1152037,109202.4,1.69,35.2,5.55,22.31,4.41
27/06/2017,173.4228549,173.4228549,170.0869446,170.0869446,633717,106882.5,1.73,34.4,5.55,21.83,4.31
28/06/2017,169.8645545,170.8430937,168.4857088,169.1973724,601818,106323.5,1.74,34.2,5.55,21.72,4.29
29/06/2017,169.7311236,169.9090361,162.8369088,163.1927338,809420,102550.2,1.8,33,5.55,20.95,4.14
30/06/2017,164.082316,164.5271041,162.0807697,162.2586823,836029,101963.2,1.81,32.8,5.55,20.83,4.11
07/03/2017,162.9703494,163.1482619,161.9028607,162.7479553,467542,102270.7,1.8,32.9,5.55,20.89,4.13
07/04/2017,162.0363114,162.0363114,161.3246613,161.3246613,393742,101376.3,1.82,32.7,5.55,20.71,4.09
07/05/2017,161.0577471,161.8583601,160.5684775,161.4580536,517119,101460.1,1.82,32.7,5.55,20.73,4.09
07/06/2017,161.3246478,161.4135973,158.0776866,158.8338318,987687,99811,1.85,32.1,5.55,20.39,4.03
07/07/2017,159.2786109,159.723399,158.4335163,159.5454865,433384,100258.3,1.84,32.3,5.55,20.48,4.05
07/10/2017,159.9902546,160.9687801,158.6114091,160.1681671,319678,100649.6,1.83,32.4,5.55,20.56,4.06
07/11/2017,159.9902717,160.1237027,159.056214,159.3230896,412126,100118.5,1.84,32.2,5.55,20.45,4.04
07/12/2017,160.1237102,163.0593143,159.6344406,161.9028625,639003,101739.6,1.81,32.8,5.55,20.78,4.11
13/07/2017,161.9028694,163.6375403,161.0577748,162.8814087,445968,102354.5,1.8,33,5.55,20.91,4.13
14/07/2017,163.4151232,164.4381438,162.6145101,163.8154297,365448,102941.4,1.79,33.2,5.55,21.03,4.15
17/07/2017,163.6820097,164.6160673,163.5930466,163.9044037,422725,102997.4,1.79,33.2,5.55,21.04,4.16
18/07/2017,163.859929,165.1053438,163.2372284,163.2372284,652437,102578.1,1.8,33,5.55,20.95,4.14
19/07/2017,164.1712753,164.7939758,163.6375242,164.7939758,360681,103556.4,1.78,33.4,5.55,21.15,4.18
20/07/2017,165.1943002,165.6835699,163.4151478,164.2157745,623991,103193.1,1.79,33.2,5.55,21.08,4.16
21/07/2017,164.0378173,165.0163564,159.9902572,160.9243011,788264,101124.7,1.82,32.6,5.55,20.66,4.08
24/07/2017,161.8139224,161.947367,159.4120692,159.8568573,526798,100453.9,1.84,32.4,5.55,20.52,4.05
25/07/2017,159.3675628,161.8138972,159.2341318,160.3016205,533187,100733.4,1.83,32.4,5.55,20.58,4.06
26/07/2017,160.1681756,162.1697218,160.1236941,160.8353577,460782,101068.8,1.83,32.6,5.55,20.65,4.08
27/07/2017,160.2571583,162.2587048,160.1237272,161.057785,605504,101208.6,1.82,27.6,6.55,20.67,4.08
28/07/2017,158.3445647,158.3445647,154.8752229,156.6098938,1302350,98413.5,1.87,26.9,6.55,20.1,3.97
31/07/2017,156.3874863,156.9657054,155.5868597,155.7647858,689795,97882.44,1.88,26.7,6.55,19.99,3.95
08/01/2017,157.2325856,157.2770671,154.7862512,156.4764404,700825,98329.63,1.88,26.9,6.55,20.09,3.97
08/02/2017,156.3874928,156.8322809,155.4979167,155.6313477,550994,97798.63,1.89,26.7,6.55,19.98,3.95
08/03/2017,155.3199977,156.6988298,154.5638526,155.7647858,660823,97882.44,1.88,26.7,6.55,19.99,3.95
08/04/2017,155.2310233,157.7663205,155.1865418,157.054657,441256,98693,1.87,26.9,6.55,20.16,3.98
08/07/2017,157.0546819,157.4549885,155.8537486,156.6098938,334489,98413.5,1.87,26.9,6.55,20.1,3.97
08/08/2017,156.2985292,157.810806,155.7647917,157.0101929,374895,98665.06,1.87,26.9,6.55,20.15,3.98
08/09/2017,156.1206012,156.3874767,154.697274,156.2095642,565242,98161.94,1.88,26.8,6.55,20.05,3.96
08/10/2017,156.1205877,156.5208941,153.8521661,154.5193481,660722,97099.81,1.9,26.5,6.55,19.83,3.92
08/11/2017,154.0300846,155.6313242,153.4963471,154.4304047,607128,97043.94,1.9,26.5,6.55,19.82,3.92
14/08/2017,154.7862428,156.20957,154.2969732,155.8092499,360603,97910.38,1.88,26.7,6.55,20,3.95
15/08/2017,156.2985283,157.0101919,155.3644706,155.9427032,279280,97994.25,1.88,26.8,6.55,20.02,3.95
16/08/2017,156.2985183,157.4104884,155.9871748,156.9212189,374986,98609.19,1.87,26.9,6.55,20.14,3.98
17/08/2017,156.8767722,157.8997794,156.6098966,156.8322906,437250,98553.25,1.87,26.9,6.55,20.13,3.98
18/08/2017,155.6758217,156.1650913,154.2524945,156.0316467,661885,98050.13,1.88,26.8,6.55,20.03,3.96
21/08/2017,155.2755205,155.9427026,154.5193753,155.675827,320487,97826.56,1.89,26.7,6.55,19.98,3.95
22/08/2017,156.2540452,157.6773725,156.1206142,157.5884094,485201,99028.44,1.86,27,6.55,20.23,4
23/08/2017,157.3215392,159.2786039,157.3215392,158.5669403,706711,99643.31,1.85,27.2,6.55,20.35,4.02
24/08/2017,158.9227741,160.4795323,158.6114306,160.0347443,720466,100565.7,1.83,27.5,6.55,20.54,4.06
25/08/2017,159.7233869,160.168175,158.2111103,158.3890228,410176,99531.56,1.85,27.2,6.55,20.33,4.02
28/08/2017,157.4994687,158.6559205,156.3874985,157.7218628,337866,99112.25,1.86,27.1,6.55,20.25,4
29/08/2017,156.4319738,157.4994625,155.9427042,157.0101929,543408,98665.06,1.87,26.9,6.55,20.15,3.98
30/08/2017,157.5439412,157.6328906,156.698833,156.787796,323221,98525.31,1.87,26.9,6.55,20.13,3.98
31/08/2017,157.4549851,158.7448678,156.6988399,157.7663422,569717,99140.19,1.86,27.1,6.55,20.25,4
09/01/2017,158.1221516,159.0117277,157.855276,158.3000641,495002,99475.63,1.85,27.2,6.55,20.32,4.01
09/04/2017,157.3660242,158.2111324,157.0546806,157.7218628,317800,99112.25,1.86,27.1,6.55,20.25,4
09/05/2017,157.8553013,158.8338406,156.8767756,157.3215637,466392,98860.69,1.87,27,6.55,20.19,3.99
09/06/2017,156.4319747,158.2111271,155.9871866,158.0776825,436083,99335.88,1.86,27.1,6.55,20.29,4.01
09/07/2017,158.8338115,159.2341181,158.0331849,158.655899,543212,99699.25,1.85,27.2,6.55,20.37,4.02
09/08/2017,158.2555818,159.0117269,157.8997568,158.8782959,333064,99839,1.85,27.3,6.55,20.39,4.03
09/11/2017,159.501013,160.9243267,159.3675684,160.7464142,418845,101012.9,1.83,27.6,6.55,20.63,4.08
09/12/2017,160.8353709,160.9688019,159.6789192,160.0347443,372689,100565.7,1.83,27.5,6.55,20.54,4.06
13/09/2017,160.0347449,160.346102,159.1451688,160.3016205,530905,100733.4,1.83,27.5,6.55,20.58,4.06
14/09/2017,160.3015988,160.6574374,159.5009858,159.5899353,448093,100286.2,1.84,27.4,6.55,20.49,4.05
15/09/2017,159.634457,160.0792452,158.5669682,159.1451874,1363091,100006.7,1.84,27.3,6.55,20.43,4.04
18/09/2017,159.3230786,159.7678667,158.5669336,159.2341156,274820,100062.6,1.84,27.3,6.55,20.44,4.04
19/09/2017,158.4779688,158.8782888,157.5883927,157.8997498,408813,99224.06,1.86,27.1,6.55,20.27,4
20/09/2017,158.0332023,158.7448659,157.5439462,158.6114349,378067,99671.31,1.85,27.2,6.55,20.36,4.02
21/09/2017,158.9672688,159.0117503,156.6988467,157.0991669,461995,98721,1.87,27,6.55,20.17,3.98
22/09/2017,167.240326,167.6851141,160.7908985,160.968811,1549467,101152.6,1.82,27.6,6.55,20.66,4.08
25/09/2017,161.0577456,162.4810592,160.034725,161.7694092,527792,101655.8,1.81,27.8,6.55,20.77,4.1
26/09/2017,162.3476679,162.3476679,159.9013332,161.057785,674121,101208.6,1.82,27.6,6.55,20.67,4.08
27/09/2017,160.9243087,161.1467027,158.1221494,158.3445435,859908,99503.56,1.85,27.2,6.55,20.33,4.02
28/09/2017,157.8997445,158.2555695,156.8767375,158.2555695,626713,99447.63,1.85,27.2,6.55,20.31,4.01
29/09/2017,158.433518,160.0347443,158.433518,160.0347443,769942,100565.7,1.83,27.5,6.55,20.54,4.06
10/02/2017,160.1237018,161.324635,159.4120382,161.235672,412135,101320.4,1.82,27.7,6.55,20.7,4.09
10/03/2017,161.280151,162.1697271,160.4795244,161.8138885,276732,101683.7,1.81,27.8,6.55,20.77,4.1
10/04/2017,161.458066,162.3476421,161.235672,161.235672,428982,101320.4,1.82,27.7,6.55,20.7,4.09
10/05/2017,161.6359802,162.5700378,161.1911921,162.5700378,346866,102158.9,1.81,27.9,6.55,20.87,4.12
10/06/2017,162.3031703,162.4366149,160.2571424,160.7908936,457329,101040.8,1.83,27.6,6.55,20.64,4.08
